address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
Laripora Pahalgam,Laripora,Pahalgam,Jammu and Kashmir,India,34.0305012,75.3213197,Hotel Premier,3
"New Adgoan Naka, Near Aurangabad Naka, Mumbai Agra Road, Panchvati, Nashik.",Mumbai Agra Road,Nashik,Maharashtra,India,20.0109494,73.8085416,Hotel Palms Residency,2
"8 Queen's Road, Amritsar",Golden Temple Area,Amritsar,Punjab,India,31.6351235,74.8720223,HOTEL POPULAR,3
"E-2/18, Arera Colony, Bhopal",Arera Colony Bhopal,Bhopal,Madhya Pradesh,India,23.2195169,77.4364912,Hotel Pukhraj,1
"Patel Road, Pachmarhi, Madhya Pradesh",Main Town,Pachmarhi,Madhya Pradesh,India,22.47225189,78.43719008,Hotel Park View,3
"Turanga, Angul",Turanga,Angul,Orissa,India,20.8441427,85.1207061,Hotel Prasanti,2
b/h rto office railway station road aurangabad,Railway Station Road,Aurangabad,Maharashtra,India,19.8672486,75.3192102,Hotel Padmavati,0
"Barmer-Pokran Link Road, Indra Colony",BARMER ROAD,Jaisalmer,Rajasthan,India,26.9160686,70.9400049,Hotel Pithla Heritage,2
VIP Road to Taj Mahal,Fatehabad Road,Agra,Uttar Pradesh,India,27.1606666,78.0599183,Hotel Pushp Villa,3
30.kidwai nager .nr.raodways bus stand.biside ICICI-BANK.chittorgarh.(raj)312001,H.P.O.,Chittaurgarh,Rajasthan,India,24.8887435,74.6269216,Hotel President,3
"16 Vanasthali Marg,Vanasthali Marg, near Bus Stand",Station Area/Sindhi Camp,Jaipur,Rajasthan,India,26.9210147,75.8011393,Hotel Purohit,0
"PC14, Razack Garden Main Road, MMDA Colony, Arumbakkam",Koyambedu,Chennai,Tamil Nadu,India,13.0704591,80.21530824,HOTEL POIGAI,0
"Bhiwadi Alwar Road, Opp. Honda Two Wheeler Plant, Tapukada, Bhiwadi, Alwar, Rajasthan, India",Aalwar Bypass Road,Bhiwadi,Rajasthan,India,28.2088218,76.8445999,Hotel Pawan Putra,3
"L.G.C, 17 1/1, Indira Nagar, Near Maharashtra Kanta, L.B.S. Marg, Kurla (West), Mumbai - 400070",Bandra-Kurla,Mumbai,Maharashtra,India,19.0559133,72.8694297,Hotel Palace Residency,0
"Rugnath road ,Opposite ioc Petrol Pump,beyt dwarka okha, Gandhi Nagari, Okha",National Highway,Dwarka,Gujarat,India,22.4649185,69.0701995,Hotel Radhe,2
"Gopal Ballav Road, Sea Beach, Puri, Odisha",Marine Drive,Puri,Orissa,India,19.79630666,85.82370026,Hotel Pushpa (Berries Group of Hotels),3
"Near police station, Orchha",Kothi Ghat,Orchha,Madhya Pradesh,India,25.4377863,78.5867353,hotel raj mandir,0
"3, Taj Road Sadar Bazar, Agra",Agra Cantt,Agra,Uttar Pradesh,India,27.1414433,78.0036621,Hotel Pawan,0
"Hotel R.K. Regency ,41, Amaltas - I, Chuna Bhatti,Kolar Main Road, Bhopal",Kolar Road,Bhopal,Madhya Pradesh,India,23.20165996,77.41715397,Hotel R. K Regency,0
"Chota Tengra,Near IIT",other,Kharagpur,West Bengal,India,22.3198722,87.3086783,Hotel Park,0
Opposite of Railway Junction Town Hall Road 95 West Perumal Maistry Street Madurai 625001,Bypass Road,Madurai,Tamil Nadu,India,9.923546,78.1174789,Hotel Pearls,0
"Opp.Hotel Nandanvan,Nandanvan Road (new Tilak Road),Sukkar Chowk, Ahmednagar ,Maharstra",Sukkar Chowk Nandanvan Road,Ahmadnagar,Maharashtra,India,19.0952075,74.7495916,Hotel Paradise,0
"Site 16-17, Sector - 5, Panchkula, Haryana",Sector 5,Panchkula,Haryana,India,30.6980011,76.8562405,HOTEL PALLAVI,2
"Hotel Park Roots ,infront of park view hotel, haridwar",Shantikunj,Haridwar,Uttarakhand,India,29.99213594,78.18840849,Hotel Park Roots,0
"1/1091-1, Bharathi Nagar, Kochi - Dhanushkodi Road, Ramanathapuram, Tamil Nadu",Ramnad Highway,Rameshwaram,Tamil Nadu,India,9.3605036,78.8547784,Hotel Raja Rajeswari Tower (45 Minutes away from Rameshwaram),0
"Near railway station,90 / 62,Geetha Hall Road,Behind Cheran Towers,",City Centre - Main Railway Junction,Coimbatore,Tamil Nadu,India,10.99805316,76.97019872,Hotel Park Plaza,2
"53, GT Road, Burdwan Ho, Bardhaman - 713101, Near Tinkonia Bus Stand",Bardhaman,Bardhaman,West Bengal,India,23.2324214,87.8614793,Hotel Preet,0
"9-2-733/737, Ground Floor, Rezimental Bazar, Station Road, Secunderabad, Telangana 500003",Secunderabad,Hyderabad,Andhra Pradesh,India,17.43705631,78.50049004,Hotel Panchavati Residency,2
"S.T Bus Station Road, Opp. Jilla Panchayat Office, Near Sur Mandir Cinema,",Station Road,Bhuj,Gujarat,India,23.2419997,69.6669324,Hotel Raj Mahel,2
Main Market,Main Town,Mahabaleshwar,Maharashtra,India,17.9296302,73.6534542,Hotel Prity Sangam,0
"Opp. picture palace,the mall",Picture Palace,Mussoorie,Uttarakhand,India,30.45464154,78.0810034,Hotel Pik Nik,2
"D 1, Sunrise Shopping Centre, Drive Cinema Road, Drive In Road, Opposite Drive In Cinema, Near Himalaya Mal",Ring Road,Ahmedabad,Gujarat,India,23.0406707,72.5226959,Hotel Quick Bite,0
Solan,Chail Market/Near,Chail,Himachal Pradesh,India,30.9747916,77.197535,Hotel Palace,0
"Bhagat Singh Chowk, Balaji Plot, Opp HDFC bank, Khamgaon","Bhagat Singh Chowk, Farshi Road",Khamgaon,Maharashtra,India,20.70079607,76.57146245,Hotel Prem residency,0
"Panch Kund Road,Pushkar",Choti Basti,Pushkar,Rajasthan,India,26.48354681,74.57095672,Hotel Pushkar Heritage,2
vishnu ghat haridwar,Har Ki Pauri,Haridwar,Uttarakhand,India,29.9513413,78.1655282,Hotel raj deluxe,2
Near Jolly grant Airport,Others,Dehradun,Uttarakhand,India,30.18446399,78.16817744,Hotel Padmini Palace,3
"Gol Bazaar, Sri Ganganagar land mark (GANDHI CHOWK) NEAR RAILWAY STATION",Sri Ganganagar,Sri Ganganagar,Rajasthan,India,29.929136,73.8731938,Hotel Prakash,2
"204 B, Civil Lines, Station Road, Bareilly, Uttar Pradesh 243001",Civil Lines Area,Bareilly,Uttar Pradesh,India,28.3417983,79.4160349,Hotel Pancham Continental,3
"4 and 4A, The Nesara Restaurant Building,  Hesaraghatta Main Road, Chikkasandra,  Bangalore - 560090",Tumkur road,Bangalore,Karnataka,India,13.0724645,77.5033239,Hotel Raj Vista - Suites &amp; Convention,3
"Baliapanda, Near Gurudwara.",Marine Drive,Puri,Orissa,India,19.7907714,85.8067193,Hotel Pampa,2
"Solapara Road, Opposite Capital Tours, Paltan Bazar, Guwahati - 781008",Paltan Bazar,Guwahati,Assam,India,26.1789915,91.7535627,Hotel Rains Inn,2
"Sungal, Delhi-Chandigarh-Manali Highway Distt. Bilaspur",Near PWD Rest House - Himachal Pradesh,"Bilaspur,HP",Himachal Pradesh,India,31.3429426,76.7625073,Hotel Panchwati,2
"#5115, Gali Thanedar Wali,Behind Khoshla cafe, Main Bazar, Pahar Ganj",Paharganj,Delhi,Delhi,India,28.64109298,77.21363556,Hotel Prince Palace Deluxe,2
"Choti Basti, Pushkar",Choti Basti,Pushkar,Rajasthan,India,26.48772429,74.55617316,Hotel Pushkar Palace,4
"SH144, Sawe Wadi, Latur",Barshi Road,Latur,Maharashtra,India,18.4087934,76.5603828,Hotel Parth Executive,0
"Bari Basti,Pushkar Rajasthan",Bari Basti,Pushkar,Rajasthan,India,26.4890018,74.5604756,Hotel Paramount Palace,0
"City Centre, Civil Lines",ITWARA BAZAR SQUARE,Narsinghpur,Madhya Pradesh,India,23.0854828,79.621444,Hotel Pratap Palace,0
"Opp. Chandralok Bldg., Near Mayo Hospital,Central Avenue",Central Avenue,Nagpur,Maharashtra,India,21.15293918,79.09462006,Hotel Rajhans,0
Solapur Road  Bijapur,Solapur Road,Bijapur,Karnataka,India,16.8493454,75.7111829,Hotel Pleasant Stay,3
"629/3,Deccan Gymkhana,Beside PMT Bus Stop, JM road Pune",Deccan Gymkhana,Pune,Maharashtra,India,18.51681878,73.8435526,Hotel Poonam,2
"Motiwala Trade centre, Adjacent to KFC, Nirala Bazar  NEAR - DOMINO'S PIZZA.",Samarth Nagar,Aurangabad,Maharashtra,India,19.88050248,75.3233542,Hotel Pearls,4
V/45 Station Road  Hospet. Pin No - 583201 (Dist) Bellary.,Railway Station Road,Hospet,Karnataka,India,15.2846719,76.3868144,Hotel Priyadarshini,0
"Raipur Gate, Raipur, Ramnivas Building, Near Vivekanand College, Ahmedabad, Gujarat 380022",Ellis Bridge Area,Ahmedabad,Gujarat,India,23.0194906,72.5922008,Hotel Raamville,0
"Plot No. 4, 5 AND 6, R.K. Nagar, Before Borkhera Bridge, Baran Road, 324007 Kota, India",Baran Road,Kota,Rajasthan,India,25.1782075,75.8853465,HOTEL RAJ,1
"Near Fort,  Ring Road, Jaisalmer",Jaisalmer Fort Area,Jaisalmer,Rajasthan,India,26.9111252,70.9105189,Hotel Qutub Villa,2
"8147,Multani dhanda  Arakashan Road, Pahar Ganj, New Delhi",Paharganj,Delhi,Delhi,India,28.6457211,77.2166539,Hotel Pink Palace,2
"250 Navi Peth, ,Near Railway Station, Jalgaon Ho, Jalgaon Maharashtra - 425001",Station Road,Jalgaon,Maharashtra,India,21.0167633,75.5635054,Hotel Pathika,1
Tourist Reception Center (Trc) Nowgam,Others,Srinagar,Jammu and Kashmir,India,34.0262062,74.8243939,Hotel Pine Spring,0
"Heeradungri, NTD, Near SSB RP Gate L R Shah Road NTD Almora- 263601",Kasar Devi,Almora,Uttarakhand,India,29.60970791,79.66697569,Hotel Raj Rajeshwari,0
"163, RNT Marg, Indore",Tukoganj,Indore,Madhya Pradesh,India,22.71469644,75.87401456,Hotel President,3
"2nd Floor, Janpath Complex, Nr. Nehru Bridge, Opp. Captial Commerial Centre,",Ellis Bridge Area,Ahmedabad,Gujarat,India,23.0314594,72.5641077,Hotel Rajkamal,0
5611/18basant road pahargunj nd 110055,Paharganj,Delhi,Delhi,India,28.6422895,77.2179307,hotel rajan guest house,2
"52-1/8-10F,NTR COLONY,MAIN ROAD","N.T.R. Health University,",Vijayawada,Andhra Pradesh,India,16.5137556,80.6106024,HOTEL PARK N,3
"West Sikkim, Geyzing",Middle Pelling,Pelling,Sikkim,India,27.3008336,88.2360967,Hotel Pemasonam,0
panchgani maharashtra,Main Town,Panchgani,Maharashtra,India,17.9231206,73.7849199,Hotel Rahil Plaza,0
"1st  2nd Floor, H.No 37A, Jai Mata Di Complex, Near Delhi Darbar, New S.N.P Area, Sakchi, Jamshedpur  831001",Sakchi Gurudwara,Jamshedpur,Jharkhand,India,22.8494883,86.2085117,The Welcomme Inn,0
"Trishla Resort, Vill Mungla P.O Gahidhar, Tehsil Banjar Distt kullu H.P.",Bhuntar,Kullu,Himachal Pradesh,India,31.64139776,77.40882641,Trishla Resort,2
"Beside TMC,Near APSRTC Bus Terminal (Next to SrinivasamTTD Complex), Tirumala Bye Pass Road,Tirupati",Main Town,Tirupati,Andhra Pradesh,India,13.6315387,79.4273341,V K Residency,2
"Above UCO BANK, Ranipool bazaar",Ranipool Bazaar,Ranipool,Sikkim,India,27.3389356,88.6065035,Travellers Inn Guesthouse,0
"No. 27, North Crescent Road, T.Nagar, Chennai",Chennai City Centre,Chennai,Tamil Nadu,India,13.04469,80.24226487,Treebo Bluten,3
"Pench Tiger Reserve,Village Turia, Pench Tiger Reserve,Village Turia , Madhya Pradesh",Kurai Seoni,Pench,Madhya Pradesh,India,21.93957037,79.75894981,Tiger Valley Resort,1
"Bisra Road, Behind World of Titan Showroom",Bisra Road,Rourkela,Orissa,India,22.2250629,84.8623948,The Regency Inn,3
"#749,New Wada,Morjim,Pernem-Goa.",Other North Goa Beaches,Goa,Goa,India,15.54952975,73.75046084,The Verda Express ABA,0
"Near Radha Swami Satsang Dinod, Bhiwani,",Radha Swami Satsang Dinod,Bhiwani,Haryana,India,28.7939594,76.0493444,Utsav Banquet and Motel,0
"The Xanadu Resort,Village Talli Riyuni,PO Majkhali via Ranikhet,Distt. Almora",Majkhali,Ranikhet,Uttarakhand,India,29.66547016,79.47731871,The Xanadu Resort,3
"NH 12, Talawda,Baiora",Biaora,Rajgarh,Madhya Pradesh,India,23.8968382,76.8891728,Tourist Motel (Biaora),0
"157, 1st Main, 2nd Cross, 1st Stage, Arekere, Mico Layout",Bannerghatta road,Bangalore,Karnataka,India,12.89081056,77.59483414,The Tavern,3
"C 56, G Block, Bandra Kurla Complex,Mumbai 400 051, India",Bandra,Mumbai,Maharashtra,India,19.0687893,72.8702647,Trident Bandra Kurla,5
"Cullen Road, Near Vijay Park",Others,Alleppey,Kerala,India,9.497209399,76.31804839,Thoms Homestay,0
"Udai Niwas,  Rang Manch Road, Civil LInes, Bikaner - 334001",Sadul Ganj,Bikaner,Rajasthan,India,28.01593816,73.3274298,Udai Niwas,1
"The shade Munnar, Chitirapuram (P.O) Powerhouse - Kunjithanny Road, Idukki, Kerala Pin 685565",Kunjithanny Road,Idukki,Kerala,India,9.8138076,76.9297354,THE SHADE,2
"Parwanoo, Himachal Pradesh pin code-173220",Sector 2,Parwanoo,Himachal Pradesh,India,30.8361531,76.981844,Timber Trail Heights,3
"Pallivasal P.O, 2nd Mile, Munnar, Idukki District",Pallivasal,Munnar,Kerala,India,10.052973,77.0731339,The View,2
"Ayyappa Society, Madhapur",Hi-Tech City,Hyderabad,Andhra Pradesh,India,15.9128998,79.7399875,Usha Padmini Residency,1
"Trade Tower, Adjoining Unitech Infospace, Old Delhi Road, Sector 21, Gurgaon 122016, India",Udyog Vihar,Gurgaon,Haryana,India,28.51065906,77.07305661,Trinity Corporate Suites,0
"Plot No. 45, Adalat Road, Opposite District Court, Chintamani Colony,Near ABC complex,",Mumbai-Nashik Highway,Aurangabad,Maharashtra,India,19.87298385,75.3213332,Treebo Royal Kourt,3
"No. 2, 6th Cross Street, Lake Area, Nungambakkam, Chennai - 600034",Nandambakkam,Chennai,Tamil Nadu,India,13.0565057,80.240306,Treebo Elan,2
"Next to Havmor Restaurant, Off C.G Road, Navrangpura, Ahmedabad-380009",Navrangpura,Ahmedabad,Gujarat,India,23.03751119,72.56653397,Treebo Super Inn Armoise,3
"Plot NO-48/49, VIP Road, Near Chandigarh Opposite Apple Height, Near Metro, Zirakpur",Zirakpur,Chandigarh,Punjab,India,30.63687486,76.81389999,The Shine Broadway,3
"Survey No. 1, Village Ganghavare, Gangapur-Ganghavare Road, Nashik 422 222, Maharashtra, India.",Gangavarhe,Nashik,Maharashtra,India,19.9974533,73.7898023,The Soma Vineyard Resort - Living Beyond,0
"Near Girdhar Nagar School, Yashodhar Mehta Chowk, Girdhar Nagar, Ahmedabad, Gujarat",Ring Road,Ahmedabad,Gujarat,India,23.0473758,72.596929,Tushar Hotel,0
"V.P.O Gushaini, Tehsil Banjar, Distt Kullu,Himachal Pradesh",Tirthan Valley Banjar,Kullu,Himachal Pradesh,India,31.6372794,77.42666163,Tirthan Holidays Camp &amp; Cottages,0
"108, Arjun Marg, DLF Phase-1, Gurgaon, Haryana-122001",Dlf Cyber City,Gurgaon,Haryana,India,28.466778,77.0977094,Treebo Shivam Residencies,2
"Exact Opp to Railway Station,Station Road",Nh-8 Pij Cross Road,Nadiad,Gujarat,India,22.69380913,72.857729,Tulsi Motel,4
"SA Road, Near GCDA, Kadavanthara",Ernakulam,Ernakulam,Kerala,India,9.966438396,76.29777488,Tri-Star Regency,2
"Village : Boharakot, PO : Amgarhi, Dist, Nainital  contact 0919411107945",Ramnagar,Corbett,Uttarakhand,India,29.48067011,79.23281756,The Rangers Reserve (The Registry Collection from Whyndham America),5
"B-272, Sector-50, Noida",Sector 50,Noida,Uttar Pradesh,India,28.56807067,77.36366736,The Sunrise House,0
"Barlowganj, Mussoorie",Barlowganj,Mussoorie,Uttarakhand,India,30.44999793,78.08299338,Tulip Inn Hotel Green N Breeze,3
"8.5 Milestone , Rishi Road",Rishi Road,Kalimpong,West Bengal,India,27.0627773,88.4622781,The Sood's Garden Retreat,2
"NH-121, Bhakrakot, Mohan Ramnagar, Uttarakhand",Village Mohaan,Corbett,Uttarakhand,India,29.46832191,79.1144834,The WILD Rendezvous,0
"SCO 165-166, Sector 43 B,",Sector 43,Chandigarh,Punjab,India,30.7202409,76.7550084,The Tulip Chandigarh,3
"MPM Millennium Wajihuddin Estate, Level 5,6,7 Himayath Nagar",Hyderabad City Centre,Hyderabad,Andhra Pradesh,India,17.3404791,78.3088258,Treebo Kubeera Palace,3
"Mastipur,Japnese Temple Rd.",Maha Bodhi Temple Area,Bodh Gaya,Bihar,India,24.6928012,84.9852481,Uruvela International Hotel,1
"Near Seashore,Kovalam Road,  Kanyakumari",Main Road,Kanyakumari,Tamil Nadu,India,8.081816239,77.54855726,Tri Sea Hotel,3
near NARMADA MANDIR SONMUDA ROAD AMARKANTAK,Narmada Temple,Amarkantak,Madhya Pradesh,India,22.66946188,81.76013254,THE RESIDENCY,0
"144/7, Rajiv Gandhi Salai (OMR), Kottivakkam,",Chennai City Centre,Chennai,Tamil Nadu,India,12.9735766,80.2512989,Turyaa Chennai,5
"Village-Jamun Tola, Near Khawasa, Pench",Village-Jamun Tola,Pench,Madhya Pradesh,India,21.85640054,79.56161504,United 21 Jungle Resort,0
"Near Kargil Park,Seri Bazar",Manali Pathankot Highway Nh-20,Mandi,Himachal Pradesh,India,31.70823051,76.93358389,The Regent Palm Hotel,3
"No. 462, 2nd Block Jayanagar, Near Ashoka Pillar, Bengaluru",Jayanagar,Bangalore,Karnataka,India,12.94354883,77.58355491,Treebo Akshaya Lalbagh Inn,3
"Rangbari Rd, Sector - 5, Talwandi, Kota, Rajasthan 324005",Talwandi,Kota,Rajasthan,India,25.1497112,75.8364277,UDAY REGENCY,1
"Near Gautam Hotel, porvorim, Sangolda",Alto De Porvorim,Goa,Goa,India,15.5350952,73.8154394,THE VERDA VILLA,0
"2 kms Before Kasauli Bus Stand,Below MES Bunglow ,Kasauli",Old Kasauli Road,Kasauli,Himachal Pradesh,India,30.8989,76.9647,UNA Homestay Mahal farm,0
"2, West Range, Near Tata Motor lexus Showroom, Beck Bagan,Kolkata",Ballygunge Area,Kolkata,West Bengal,India,22.54284352,88.36072196,Treebo Orion West Willow,3
"Survey No.198/1,198/2, Manavely Revenue Village, Maraimalai Adigal St, Ariyankuppam Post",Others,Pondicherry,Pondicherry,India,11.8817812,79.82004488,The Windflower Resorts &amp; Spa,0
"Ridsdale Rd, Fort Kochi, Kochi, Kerala 682001",Fort Kochi,Cochin,Kerala,India,9.964525,76.2408217,TRINITY HOTEL,0
"H.no - 28/4 , S Block , DLF Phase 3 , Gurgaon",DLF Phase I I I,Gurgaon,Haryana,India,28.48670794,77.1037265,Tripo Cyber city Gurgaon,3
"Jim Corbett National Park, Marchula",Marchula,Corbett,Uttarakhand,India,29.600425,79.0919133,The Solluna Resort,5
"41, Nemi Nagar, Gandi Path,Vaishali Nagar, Jaipur",Others,Jaipur,Rajasthan,India,26.9056988,75.7410174,Tordi palace,0
Haridwar By-Pass Road Near Mahindra Show Room Ajabpur Kalan Dehradun-248001,Haridwar Road,Dehradun,Uttarakhand,India,30.2877831,78.0466933,The Solitaire,4
"Kanchanjunga Dara, Hill Top Village Gylanka Road PS and Sub division",Upper Cart Road,Kalimpong,West Bengal,India,27.06,88.47,The Sana Hill Top,0
"Samdup Cottage, upper cart road, P.O. Kalimpong, Dist. Darjeeling, West Bengal",Upper Cart Road,Kalimpong,West Bengal,India,27.05989969,88.46015453,The Shire Kalimpong Homestay,0
"Bhagsu Nag, Upper Dharamshala",Bhagsu Nag,Mcleodganj,Himachal Pradesh,India,32.246531,76.3326127,Triund Heights,3
"181/1, Opposite CDRI Campus, Sitapur Road lucknow u.p",Sitapur Road,Lucknow,Uttar Pradesh,India,26.9038651,80.9482556,The Revanta,0
"at post: Met Gutad , Panchgani - Mahabaleshwar Rd,",Panchgani Road,Mahabaleshwar,Maharashtra,India,17.92603193,73.6936346,United 21 Resort,3
"9/1, 2nd Cross, Thulasithotham, balepet, Bangalore",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,Karnataka,India,12.9726292,77.57359,UG Deluxe,1
"Off Katra Reasi Road, Katra, Vaishnovdevi",Reasi Road,Katra,Jammu and Kashmir,India,32.98727621,74.9201859,The White Hotels,5
"Nagpur Road, Near Tristar Cars",Tadoba Chandrapur,Chandrapur,Maharashtra,India,19.9848863,79.2744399,Tristar Inn Pvt.Ltd.,3
"Gadawah VIllage, Post Parasi, District Umaria, Bandhavgarh National Park.",Gohri Gate,Bandhavgarh,Madhya Pradesh,India,23.66493095,80.9251039,The Roaring Salvan County,4
"43/A, B.N. Road, Hardinge Circle, Mysore",Bus Stand/Railway Station Area,Mysore,Karnataka,India,12.30782789,76.65977665,United 21,3
Borunda pipar road teh. Merta,Others,Nagaur,Rajasthan,India,26.644952,74.0309418,Tukalgarh,0
"Konark Marine Drive, Puri, Odisha",Others,Puri,Orissa,India,19.8355647,85.8596767,Toshali Sands,4
"Odavayal,Ambalavayal",Sulthan Bathery,Wayanad,Kerala,India,11.6137043,76.1970685,The Willow Resorts,3
"Tannijubbar,Narkanda",Others,Shimla,Himachal Pradesh,India,31.2577718,77.4601581,The Wilderness,1
"13/ 15 Pangoli Village , Thakurwadi , Near Tungarli Village",Tungarli Lake Area,Lonavala,Maharashtra,India,18.78631556,73.40436468,Upper Deck Resort,3
"Circuit House Road, Dist. Kullu, Manali",Old Manali,Manali,Himachal Pradesh,India,32.25514,77.1838917,Tourist Hotel,2
"plot no-116,Acharya Marg,Lumbini Enclave,Hi Tech City,Hyderabad",Hi-Tech City,Hyderabad,Andhra Pradesh,India,17.43347036,78.37429786,Treebo KSR Park,3
"Village Tala Bandhavgarh National Park District Umaria Bandhavgarh -  Madhya Pradesh, India",Village Tala,Bandhavgarh,Madhya Pradesh,India,23.647187,80.988453,Tiger's Den Resort,2
"15/200,B-2,civil Lines",Civil Lines,Kanpur,Uttar Pradesh,India,26.47445492,80.35627493,The Villa,3
A 502 bansal towers exhibition road patna Bihar,salimpur,Patna,Bihar,India,25.5940947,85.1375645,The SAI residence,0
"Kashi Marg,Namnamg Road(M.G.Marg) Gangtok, East Sikhim",Nam Nang Road,Gangtok,Sikkim,India,27.5329718,88.5122178,Trateng Residency,1
"Village Sherpur, Khelchipur ,Sawai Madhopur",Ranthambhore,Sawai Madhopur,Rajasthan,India,26.05886475,76.42331645,Tiger Moon Resort,3
"V 235 A1 to A54, Karottukayal Kumarakom, Kottayam",Sreenivasa Iyer Road,Kottayam,Kerala,India,9.592334088,76.4246265,"The Zuri Kumarakom, Kerala Resort &amp; Spa",5
"360, Ward 12/B, Gandhidham,  Kutch 370 201, Gujarat",tagore road,Gandhidham,Gujarat,India,23.0707488,70.1346364,The Shiv Regency,3
"No 5, 120 feet road, Mattuthavani to surveyor colony road",Shenoy Nagar,Madurai,Tamil Nadu,India,9.9487657,78.1566213,V Grand Hotel,3
"Opp. Nagari eye hospital,Near Gujarat College,Ellis bridge",Ellis Bridge Area,Ahmedabad,Gujarat,India,23.00196457,72.61533356,Urbane The Hotel,3
"21, Periyar Road, T.Nagar",Chennai City Centre,Chennai,Tamil Nadu,India,13.05258338,80.23582232,Thulashi Park,2
"114, K.H.Road, Near Richmond Circle/Shanti Nagar Bus Stop",Lal Bagh Botanical Gardens,Bangalore,Karnataka,India,12.9596883,77.5938566,Tiffanys,3
"D-803, CV Raman Marg, New Friends Colony, New Delhi, Delhi 110025",Okhla,Delhi,Delhi,India,28.5652109,77.270017,Treebo Royce,3
"New No. 15, Old No. 9, Peters Road, Royapettah, Chennai 600014",Mylapore,Chennai,Tamil Nadu,India,13.05333803,80.26879528,Treebo Saravana Boutique Inn,3
"Asiatic apartment,  Cobrawada,  Calangute,  Goa",Calangute Area,Goa,Goa,India,15.2993265,74.123996,Travellers holiday,0
"29, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",City Center - MG Road / Near,Bangalore,Karnataka,India,12.9750433,77.6039847,Treebo 29th Church's Inn,3
"472-73, K.K.Nagar, Madurai-625020",Vandiyur Lake Area,Madurai,Tamil Nadu,India,9.9252007,78.1197754,Urban Spice -Service Apartments,0
A 384/3 Gali number 3,"Delhi Airport, Mahipalpur, Aerocity",Delhi,Delhi,India,28.5561624,77.0999578,Urmil Guest House,0
"Nunwan Pahalgam,",Main Market,Pahalgam,Jammu and Kashmir,India,33.9930878,75.3176793,The Villagio,3
"Pune-Bangalore Road,Sattur",Hubli Dharwad Highway,Hubli,Karnataka,India,15.41845583,75.04165469,Travel Inn,0
"#65 Residency Road, Toucan Plaza",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9693578,77.6024115,THE Regal Residency,3
"PB No. 2310,Palarivattom",Ernakulam,Cochin,Kerala,India,10.00516657,76.30589237,The Renai Cochin,4
Buddhist Temple Road Polo Shillong 793001,Police Bazar,Shillong,Meghalaya,India,25.58562724,91.88976007,TRAVELLERS BED &amp; BREAKFAST,0
"71, Ganga Vihar, Near Shantikunj Rishikesh Road, Bhupatwala",Shantikunj,Haridwar,Uttarakhand,India,29.9873342,78.185477,The Urmi,3
"marinha dourada road, arpora",Baga Area,Goa,Goa,India,15.5679226,73.7621673,TRIPPY,0
"T B Homestay Chickmangalur Muthodi Road, Byaravalli, Karnataka 577130",Mallandur,Chikmagalur,Karnataka,India,13.3685736,75.6571751,Travellers Bunglow Homestay,1
"Thanthanadu Junction, Near Riverside School, Kotagiri -643217",Kotagiri,Kotagiri,Tamil Nadu,India,11.42553487,76.84850961,The Villa Park,0
"109-HIG, NEHRU ENCLAVE,",Fatehabad Road,Agra,Uttar Pradesh,India,27.141208,78.0051869,Uday Bed N Breakfast,0
21/142 SECTOR 21 INDIRA NAGAR LUCKNOW,Indira Nagar,Lucknow,Uttar Pradesh,India,26.888598,80.983239,Uma Guest House,0
"Village Jong, P.O. Katrain, Kullu 175101",Kullu,Kullu,Himachal Pradesh,India,31.957851,77.1094597,Upadhyay Cottages,2
"Thind Hotel S.C.O 39, 1st Floor,sector13, Shopping Complex,TOsham Road,Hisar, Haryana, India",Hisar,Hisar,Haryana,India,29.1491875,75.7216527,THIND HOTEL,3
"Panakkal Tower, 40/5340, Market Road, Near Saritha Theatre, Ernakulam-682035",Ernakulam,Ernakulam,Kerala,India,9.983870263,76.27740713,Treebo Mart View,2
Above Puma Show room and Unique sweet shop SISA GOLAI 737101,National Highway - 31-A,Gangtok,Sikkim,India,27.32618118,88.61013204,Travellers Inn Guest House,1
"Trishul Campus, New Bus Stand Road, P B Road, Davangere - 577002, Opposite Apoorva",P.B Road,Davanagere,Karnataka,India,14.4620527,75.9284831,Trishul Comforts,0
2nd floor municipal library shopping complex  Alleppey kerala,Others,Alleppey,Kerala,India,9.4980667,76.3388484,"Tours To Kerala ,premium Houseboat",0
"THE VINTAGE GULMARG, 2739 CIRCULAR ROAD,  GULMARG - 193403, J AND K INDIA.",Main Town,Gulmarg,Jammu and Kashmir,India,34.0416028,74.370477,The Vintage Gulmarg,4
"Masinagudi, Ooty - 643223, Near Mudhumalai Tiger Reserve",Masinagudi P.O,Masinagudi,Tamil Nadu,India,11.5721768,76.6427152,The Tiger Paw Resort,0
"Puthenparambil house,Thekkady(P.O)",Kumily,Thekkady,Kerala,India,9.6110288,77.1661768,Thekkady homestay,2
2nd floor municipal library shopping complex  Alleppey kerala,Others,Alleppey,Kerala,India,9.4980667,76.3388484,"Tours To Kerala ,Deluxe Houseboat 2 Bed Room",0
"Chinnakanal, Munnar",Chinnakanal,Munnar,Kerala,India,10.0414366,77.1778549,The Siena Village,4
